ISBN;NAME;DESCRIPTION;AUTHOR;PUBLICATIONYEAR;IMAGEURLM;IMAGEURLL;PRICE;BOOKSAVAILABLE;RATING
0451166892;The Pillars of the Earth;The Pillars of the Earth;Ken Follett;1996;http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg;353.9138332444903;4;3.2017543859649122
0553347594;McDonald's: Behind the Arches;McDonald's: Behind the Arches;John F. Love;1995;http://images.amazon.com/images/P/0553347594.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg;33.23713098125181;4;6.2
0671621009;Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!;Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!;Robert G. Allen;1986;http://images.amazon.com/images/P/0671621009.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg;455.87084553016876;9;5.5
067976397X;Corelli's Mandolin : A Novel;Corelli's Mandolin : A Novel;LOUIS DE BERNIERES;1995;http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg;263.68962200254316;1;2.3135593220338984
0684822733;Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans;Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans;Pam Proctor;1996;http://images.amazon.com/images/P/0684822733.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg;281.74949449425725;5;0.0
0786868716;The Five People You Meet in Heaven;The Five People You Meet in Heaven;Mitch Albom;2003;http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg;377.1418022965156;8;4.543325526932084
8472238822;Tu Nombre Escrito En El Agua (La Sonrisa Vertical);Tu Nombre Escrito En El Agua (La Sonrisa Vertical);Irene Gonzalez Frei;2002;http://images.amazon.com/images/P/8472238822.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8472238822.01.LZZZZZZZ.jpg;478.43788370048725;9;3.5
0671864769;Relics (Star Trek: The Next Generation);Relics (Star Trek: The Next Generation);Michael Jan Friedman;1992;http://images.amazon.com/images/P/0671864769.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671864769.01.LZZZZZZZ.jpg;448.7151236611392;4;2.1052631578947367
0671521519;Bless The Beasts And Children : Bless The Beasts And Children;Bless The Beasts And Children : Bless The Beasts And Children;Glendon Swarthout;1995;http://images.amazon.com/images/P/0671521519.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671521519.01.LZZZZZZZ.jpg;315.864985879851;1;3.75
0440222303;The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5);The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5);Neal Barrett Jr.;1996;http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg;213.7430060538566;6;2.4
0312953453;Blood Oath;Blood Oath;David Morrell;1994;http://images.amazon.com/images/P/0312953453.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312953453.01.LZZZZZZZ.jpg;9.336820793781285;0;2.5454545454545454
0446608653;The Alibi;The Alibi;Sandra Brown;2000;http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg;431.59331746382986;0;1.975
0446612545;The Beach House;The Beach House;James Patterson;2003;http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg;431.8826178649879;0;3.098859315589354
0446612618;A Kiss Remembered;A Kiss Remembered;Sandra Brown;2003;http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg;465.13838538325047;0;2.9565217391304346
0451208080;The Short Forever;The Short Forever;Stuart Woods;2003;http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg;216.67606099065395;3;3.135135135135135
0553584383;Dead Aim;Dead Aim;IRIS JOHANSEN;2004;http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg;480.27596364953774;5;3.109090909090909
0812575954;The Deal;The Deal;Joe Hutsko;2000;http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg;51.91008395812119;5;3.125
0316735736;All He Ever Wanted: A Novel;All He Ever Wanted: A Novel;Anita Shreve;2004;http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg;274.6711508376087;5;3.96875
0743439740;Every Breath You Take : A True Story of Obsession, Revenge, and Murder;Every Breath You Take : A True Story of Obsession, Revenge, and Murder;Ann Rule;2002;http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg;228.82622244042344;7;2.893617021276596
0345372700;If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground;If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground;LEWIS GRIZZARD;1991;http://images.amazon.com/images/P/0345372700.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg;171.4195204742211;9;6.333333333333333
0380619458;The Mosquito Coast;The Mosquito Coast;Paul Theroux;1990;http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg;275.569368738628;0;2.1666666666666665
0446325805;If Love Were Oil, I'd Be About a Quart Low;If Love Were Oil, I'd Be About a Quart Low;Lewis Grizzard;1994;http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg;47.97555724270319;9;1.3333333333333333
0451406923;Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims;Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims;Charles Hickey;1996;http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg;83.10025806898092;1;4.75
0671042858;The Girl Who Loved Tom Gordon;The Girl Who Loved Tom Gordon;Stephen King;2000;http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg;278.98853234108554;2;3.135514018691589
0743249992;Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions;Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions;Ben Mezrich;2003;http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg;493.0482946181279;3;4.0
0840734530;The Oneprince (The Redaemian Chronicles, Book 1);The Oneprince (The Redaemian Chronicles, Book 1);Bill Hand;1992;http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg;14.405674175638872;1;5.0
0425184226;The Sum of All Fears;The Sum of All Fears;Tom Clancy;2002;http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg;4.961172188099495;0;2.2644628099173554
0375500766;Care Packages : Letters to Christopher Reeve from Strangers and Other Friends;Care Packages : Letters to Christopher Reeve from Strangers and Other Friends;DANA REEVE;1999;http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg;131.19586157366908;7;2.923076923076923
9724119378;O Deus Das Pequenas Coisas;O Deus Das Pequenas Coisas;Roy;1998;http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg;429.5402338023165;0;2.3
0451205197;Lady in Green/Minor Indiscretions (Signet Regency Romance);Lady in Green/Minor Indiscretions (Signet Regency Romance);Barbara Metzger;2002;http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg;165.70186835812316;8;2.1666666666666665
0060929790;One Hundred Years of Solitude;One Hundred Years of Solitude;Gabriel Garcia Marquez;1998;http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg;498.72528781656257;5;4.121951219512195
0060976845;Little Altars Everywhere: A Novel;Little Altars Everywhere: A Novel;Rebecca Wells;1996;http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg;218.0302656106859;0;3.2557603686635943
0061099325;Coyote Waits (Joe Leaphorn/Jim Chee Novels);Coyote Waits (Joe Leaphorn/Jim Chee Novels);Tony Hillerman;1992;http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg;353.01616686449864;8;2.3380281690140845
0671004573;Before I Say Good-Bye;Before I Say Good-Bye;Mary Higgins Clark;2001;http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg;440.14184258132025;7;2.5
0446601640;Slow Waltz in Cedar Bend;Slow Waltz in Cedar Bend;Robert James Waller;1994;http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg;482.970441282467;5;1.6025641025641026
0330484516;Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title);Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title);Rachel Harris;2001;http://images.amazon.com/images/P/0330484516.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg;13.802854180220036;7;0.0
038572179X;Atonement : A Novel;Atonement : A Novel;IAN MCEWAN;2003;http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg;231.05562042548573;8;2.7865168539325844
0393020371;Next: The Future Just Happened;Next: The Future Just Happened;Michael Lewis;2001;http://images.amazon.com/images/P/0393020371.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg;235.81212199095074;2;2.142857142857143
1900850303;The Angelic Darkness;The Angelic Darkness;Richard Zimler;1999;http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg;488.4973769193699;9;4.0
1903019699;The Soulbane Stratagem;The Soulbane Stratagem;Norman Jetmundsen;2000;http://images.amazon.com/images/P/1903019699.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg;66.38939457596693;3;0.0
0345425294;Gangster;Gangster;Lorenzo Carcaterra;2002;http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg;373.19281163022487;6;1.4444444444444444
0451410319;Hush;Hush;Anne Frasier;2002;http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg;378.7959508061611;3;3.0952380952380953
0553583468;Whisper of Evil (Hooper, Kay. Evil Trilogy.);Whisper of Evil (Hooper, Kay. Evil Trilogy.);Kay Hooper;2002;http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg;278.2512782782088;3;2.956043956043956
8420639133;Temor y Temblor;Temor y Temblor;Soren Kierkegaard;2001;http://images.amazon.com/images/P/8420639133.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg;270.0822533772195;5;0.0
8476409419;Estudios sobre el amor;Estudios sobre el amor;Jose Ortega Y Gaset;2001;http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg;143.83879868527427;0;8.0
0380778556;Rebecca;Rebecca;Daphne Du Maurier;1994;http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg;334.2220954943186;5;3.847058823529412
0451525221;Scarlet Letter;Scarlet Letter;Nathaniel Hawthorne;1993;http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg;346.3130493126444;7;2.76
0002740230;Keep It Simple: And Get More Out of Life;Keep It Simple: And Get More Out of Life;Nick Page;1999;http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg;169.59131408704175;2;7.0
0385336772;Diary of a Mad Mom-To-Be;Diary of a Mad Mom-To-Be;Laura Wolf;2003;http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg;168.50345724639294;0;3.566666666666667
0440949424;Locked in Time (Laurel Leaf Books);Locked in Time (Laurel Leaf Books);LOIS DUNCAN;1986;http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg;243.33054713843632;3;2.5714285714285716
0505524996;Contact;Contact;Susan Grant;2002;http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg;163.4116694184018;9;0.8
0140252800;The Brimstone Wedding;The Brimstone Wedding;Barbara Vine;1997;http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg;146.94561836522752;1;4.222222222222222
0451452755;The Catswold Portal;The Catswold Portal;Shirley Rousseau Murphy;1993;http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg;130.64549051698503;0;0.16666666666666666
0812575482;Through Wolf's Eyes (Wolf);Through Wolf's Eyes (Wolf);Jane Lindskold;2002;http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg;201.52946446513815;6;3.6666666666666665
044651747X;Puerto Vallarta Squeeze;Puerto Vallarta Squeeze;Robert James Waller;1995;http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg;208.60185044733703;8;2.210526315789474
0060801263;Tree Grows In Brooklyn;Tree Grows In Brooklyn;Betty Smith;1988;http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg;63.20973989349249;5;2.9545454545454546
0061030147;Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think;Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think;Cybill Shepherd;2001;http://images.amazon.com/images/P/0061030147.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg;339.63011002504976;4;1.8888888888888888
0140250964;Snow Angels;Snow Angels;Stewart O'Nan;1995;http://images.amazon.com/images/P/0140250964.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140250964.01.LZZZZZZZ.jpg;150.89028509460545;2;4.166666666666667
0446527165;Wish You Well;Wish You Well;David Baldacci;2000;http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg;462.5920472336169;1;2.9523809523809526
0671461494;The Hitchhiker's Guide to the Galaxy;The Hitchhiker's Guide to the Galaxy;Douglas Adams;1982;http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg;289.11877233939236;0;3.6341463414634148
0385337639;Crow Lake (Today Show Book Club #7);Crow Lake (Today Show Book Club #7);Mary Lawson;2003;http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg;33.60876757487213;2;3.393939393939394
039575514X;My Antonia;My Antonia;Willa Cather;1995;http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg;16.69189136235183;2;4.576923076923077
0451206673;Pen Pals;Pen Pals;Olivia Goldsmith;2002;http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg;178.99943159711006;4;3.1206896551724137
0330332775;Bridget Jones's Diary;Bridget Jones's Diary;Helen Fielding;1997;http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg;484.7328785163394;1;4.130769230769231
0486284735;Pride and Prejudice (Dover Thrift Editions);Pride and Prejudice (Dover Thrift Editions);Jane Austen;1995;http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg;469.8112066131809;8;4.257142857142857
0671021745;EYE ON CRIME: HARDY BOYS #153;EYE ON CRIME: HARDY BOYS #153;Franklin W. Dixon;1998;http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg;207.6078444250952;6;3.6666666666666665
0671047612;Skin And Bones;Skin And Bones;Franklin W. Dixon;2000;http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg;191.153909854603;5;4.0
0671504282;LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The);LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The);Franklin W. Dixon;1995;http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg;94.59796232678275;2;3.0
0399138684;The Cat Who Came to Breakfast (Cat Who... (Hardcover));The Cat Who Came to Breakfast (Cat Who... (Hardcover));Lilian Jackson Braun;1994;http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg;29.60184808360666;9;2.3333333333333335
0785263292;If Singleness Is a Gift, What's the Return Policy?;If Singleness Is a Gift, What's the Return Policy?;Holly Virden;2003;http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg;414.44985263869785;8;2.5
0830714014;Always Daddy's Girl: Understanding Your Father's Impact on Who You Are;Always Daddy's Girl: Understanding Your Father's Impact on Who You Are;H. Norman Wright;1989;http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg;252.0636605448958;6;0.0
0345354931;Night Mare (Xanth Novels (Paperback));Night Mare (Xanth Novels (Paperback));Piers Anthony;1990;http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg;82.80497068158421;9;4.230769230769231
0553278223;The Martian Chronicles;The Martian Chronicles;RAY BRADBURY;1984;http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg;221.70929193873056;2;3.9692307692307693
3150000335;Kabale Und Liebe;Kabale Und Liebe;Schiller;0;http://images.amazon.com/images/P/3150000335.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg;13.094328384295306;9;2.6666666666666665
3257203659;Der illustrierte Mann. Erz?¤hlungen.;Der illustrierte Mann. Erz?¤hlungen.;Ray Bradbury;2002;http://images.amazon.com/images/P/3257203659.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg;277.14719768952995;9;7.666666666666667
3257207522;Der K?¶nig in Gelb.;Der K?¶nig in Gelb.;Raymond Chandler;1980;http://images.amazon.com/images/P/3257207522.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg;338.49968874654877;1;10.0
3257208626;Fahrenheit 451;Fahrenheit 451;Ray Bradbury;1994;http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg;262.5741738448001;2;4.2
3257208634;Die Mars- Chroniken. Roman in Erz?¤hlungen.;Die Mars- Chroniken. Roman in Erz?¤hlungen.;Ray Bradbury;1981;http://images.amazon.com/images/P/3257208634.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg;115.22508836797041;8;10.0
3257208669;Das B?¶se kommt auf leisen Sohlen.;Das B?¶se kommt auf leisen Sohlen.;Ray Bradbury;2003;http://images.amazon.com/images/P/3257208669.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg;424.9430769327955;9;4.5
3257210450;L?¶wenzahnwein. Roman.;L?¶wenzahnwein. Roman.;Ray Bradbury;1999;http://images.amazon.com/images/P/3257210450.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg;337.7757902254258;9;5.0
3257212054;Das Kind von morgen. Erz?¤hlungen.;Das Kind von morgen. Erz?¤hlungen.;Ray Bradbury;2000;http://images.amazon.com/images/P/3257212054.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg;226.29850228364023;2;5.0
3257212429;Die Mechanismen der Freude. Erz?¤hlungen.;Die Mechanismen der Freude. Erz?¤hlungen.;Ray Bradbury;2000;http://images.amazon.com/images/P/3257212429.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg;204.56202391071164;6;10.0
3257214154;Familientreffen. Erz?¤hlungen.;Familientreffen. Erz?¤hlungen.;Ray Bradbury;2000;http://images.amazon.com/images/P/3257214154.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg;67.03734414163253;4;9.0
3257216416;Der Tod kommt schnell in Mexico. Erz?¤hlungen.;Der Tod kommt schnell in Mexico. Erz?¤hlungen.;Ray Bradbury;1988;http://images.amazon.com/images/P/3257216416.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg;6.166686316691816;2;7.5
3257233051;Veronika Deschliesst Zu Sterben / Vernika Decides to Die;Veronika Deschliesst Zu Sterben / Vernika Decides to Die;Paolo Coelho;2002;http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg;356.6968850046132;1;5.105263157894737
342311360X;Die Liebe in Den Zelten;Die Liebe in Den Zelten;Gabriel Garcia Marquez;0;http://images.amazon.com/images/P/342311360X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg;430.8381208287667;6;9.5
3423116714;Die Klone der Joanna May. Roman.;Die Klone der Joanna May. Roman.;Fay Weldon;1993;http://images.amazon.com/images/P/3423116714.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg;290.57433589142346;3;0.0
3423241489;Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.;Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.;Arabella Weir;1998;http://images.amazon.com/images/P/3423241489.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg;368.27414018559926;6;0.0
3426605686;Haifischfrauen.;Haifischfrauen.;Kiana Davenport;1996;http://images.amazon.com/images/P/3426605686.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/3426605686.01.MZZZZZZZ.jpg;145.57845336823016;9;4.5
3453212150;Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.;Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.;Sue Townsend;2002;http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg;333.89601876303834;6;5.571428571428571
3462021095;Schwarzer Tee mit drei Stück Zucker;Schwarzer Tee mit drei Stück Zucker;Renan Demirkan;1991;http://images.amazon.com/images/P/3462021095.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg;141.40901645924657;2;0.0
3492045642;Quersch?¼sse - Downsize This!;Quersch?¼sse - Downsize This!;Michael Moore;2003;http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg;409.4218479606272;6;4.538461538461538
3498020862;Die Korrekturen.;Die Korrekturen.;Jonathan Franzen;2002;http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg;285.41314124765233;0;1.6
3499110695;Neun Erz?¤hlungen.;Neun Erz?¤hlungen.;Jerome D. Salinger;1968;http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg;259.6104054309573;5;5.333333333333333
3499151502;Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.;Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.;Jerome D. Salinger;1998;http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg;345.5941553914764;2;4.5
3518111000;Ulysses (??bersetzg. Wollschl?¤ger). ( Neue Folge, 100).;Ulysses (??bersetzg. Wollschl?¤ger). ( Neue Folge, 100).;James Joyce;1981;http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg;9.255271690640887;6;0.0
3548254268;Eine ganz normale Aff?¤re.;Eine ganz normale Aff?¤re.;Joanna Trollope;2002;http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg;433.065091381223;5;10.0
